,byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,multimedia.height,multimedia.src,multimedia.type,multimedia.width,opening_date,publication_date,summary_short
4,STEPHEN HOLDEN,0,2017-11-02 04:18:16,Hunky Dory,"O.K., Class, Let’s Rock to Shakespeare",Read the New York Times Review of Hunky Dory,article,http://www.nytimes.com/2013/03/22/movies/hunky-dory-directed-by-marc-evans.html,Not Rated,,,,,,2013-03-22,2013-03-21,"In “Hunky Dory,” a drama teacher persuades her pupils to stage a rock opera based on “The Tempest.”"
5,A. O. SCOTT,0,2017-11-02 04:18:16,Admission,She’s Not Impressed? Then You’re Not In,Read the New York Times Review of Admission,article,http://www.nytimes.com/2013/03/22/movies/admission-starring-tina-fey-directed-by-paul-weitz.html,PG-13,,,,,,2013-03-22,2013-03-21,"Tina Fey stars as an admissions officer at Princeton in “Admission,” a comedy directed by Paul Weitz."
6,MANOHLA DARGIS,1,2017-11-02 04:18:16,The Call,Life-Altering Plea for Help,Read the New York Times Review of The Call,article,http://www.nytimes.com/2013/03/15/movies/the-call-stars-halle-berry-and-abigail-breslin.html,R,,,,,,2013-03-15,2013-03-14,"In “The Call,” a 911 operator takes a life-altering call from a teenage girl who has just been abducted."
7,MANOHLA DARGIS,1,2017-11-02 04:18:16,Spring Breakers,Debauchery and the American Experience (Woo-Hoo!),Read the New York Times Review of Spring Breakers,article,http://www.nytimes.com/2013/03/15/movies/spring-breakers-directed-by-harmony-korine.html,R,,,,,,2013-03-22,2013-03-14,“Spring Breakers” delves into a deeply American topic: the pursuit of happiness taken to nihilistic extremes.
8,JEANNETTE CATSOULIS,0,2017-11-02 04:18:16,Vanishing Waves,Lustful Pursuit of Sensory Overload,Read the New York Times Review of Vanishing Waves,article,http://www.nytimes.com/2013/03/15/movies/vanishing-waves-directed-by-kristina-buozyte.html,Not Rated,,,,,,2013-03-15,2013-03-14,"“Vanishing Waves,” a psychedelic science-fiction tale, is a discomfiting blend of visual ecstasy and narrative sterility."
9,STEPHEN HOLDEN,0,2017-11-02 04:18:16,The Incredible Burt Wonderstone,Sleepwalking Magician Pulls a New Self Out of a Hat,Read the New York Times Review of The Incredible Burt Wonderstone,article,http://www.nytimes.com/2013/03/15/movies/the-incredible-burt-wonderstone-with-steve-carrell.html,PG-13,,,,,,2013-03-15,2013-03-14,"In “The Incredible Burt Wonderstone,” Steve Carell is a successful Las Vegas magician who faces a challenge from a take-no-prisoners newcomer played by Jim Carrey."
10,MANOHLA DARGIS,0,2017-11-02 04:18:16,Oz: The Great and Powerful,"That Man, Before the Curtain, and Before Dorothy, Too",Read the New York Times Review of Oz: The Great and Powerful,article,http://www.nytimes.com/2013/03/08/movies/oz-the-great-and-powerful-starring-james-franco.html,PG,,,,,,2013-03-08,2013-03-07,"“Oz the Great and Powerful,” starring James Franco and Michelle Williams, is Disney’s prequel to the original story."
11,JEANNETTE CATSOULIS,0,2017-11-02 04:18:16,Greedy Lying Bastards,A Blunt Instrument in the Climate War,Read the New York Times Review of Greedy Lying Bastards,article,http://www.nytimes.com/2013/03/08/movies/greedy-lying-bastards-by-craig-scott-rosebraugh.html,PG-13,,,,,,2013-03-08,2013-03-07,"In “Greedy Lying Bastards,” Craig Scott Rosebraugh sets out to kick global-warming-denying corporate keisters."
12,JEANNETTE CATSOULIS,0,2017-11-02 04:18:16,Don't Stop Believin': Everyman's Journey,"Plucked From Obscurity, and Now a Star!",Read the New York Times Review of Don't Stop Believin': Everyman's Journey,article,http://www.nytimes.com/2013/03/08/movies/dont-stop-believin-everymans-journey-by-ramona-diaz.html,R,,,,,,2013-03-08,2013-03-07,A young Filipino gets to live his Steve Perry dream in “Don’t Stop Believin’: Everyman’s Journey.”
13,MANOHLA DARGIS,0,2017-11-02 04:18:16,Dead Man Down,Dehumanized Souls Packing Noir Weapons,Read the New York Times Review of Dead Man Down,article,http://www.nytimes.com/2013/03/08/movies/dead-man-down-starring-colin-farrell-and-noomi-rapace.html,R,,,,,,2013-03-08,2013-03-07,"In “Dead Man Down,” a thug with a secret past squares off with a disfigured woman seeking revenge for an attack."
14,JEANNETTE CATSOULIS,0,2017-11-02 04:18:16,The Bitter Buddha,"A Longtime Comedian, Still Without a Break",Read the New York Times Review of The Bitter Buddha,article,http://www.nytimes.com/2013/03/08/movies/bitter-buddha-a-portrait-of-the-comedian-eddie-pepitone.html,,,,,,,2013-02-15,2013-03-07,"A ranter with jokes onstage, Eddie Pepitone shows a mellower side at home in “The Bitter Buddha.”"
15,ANDY WEBSTER,0,2017-11-02 04:18:16,The Last Exorcism Part II,The Devil Wants a Sequel,Read the New York Times Review of The Last Exorcism Part II,article,http://www.nytimes.com/2013/03/02/movies/the-last-exorcism-part-ii-starring-ashley-bell.html,PG-13,,,,,,2013-03-01,2013-03-01,"In “The Last Exorcism: Part II,” the victim of the first film in this series is in a house for recovering trauma patients in New Orleans when her demon again comes a-courting."
16,NICOLE HERRINGTON,0,2017-11-02 04:18:16,21 and Over,With Friends Like These . . .,Read the New York Times Review of 21 and Over,article,http://www.nytimes.com/2013/03/02/movies/21-over-directed-by-jon-lucas-and-scott-moore.html,R,,,,,,2013-03-01,2013-03-01,"“21 & Over,” the directorial debut of the “Hangover” screenwriting team, Jon Lucas and Scott Moore, follows an odd couple through a night of juvenile debauchery."
17,A. O. SCOTT,0,2017-11-02 04:18:16,Welcome to Pine Hill,"Finding a Space, and Yourself",Read the New York Times Review of Welcome to Pine Hill,article,http://www.nytimes.com/2013/03/01/movies/welcome-to-pine-hill-directed-by-keith-miller.html,Not Rated,,,,,,2013-03-01,2013-02-28,"“Welcome to Pine Hill” is about the different worlds that exist in a modern city (Brooklyn), and even within a single human being."
18,JEANNETTE CATSOULIS,0,2017-11-02 04:18:16,The Sweeney,This London Police Unit Will Do Anything,Read the New York Times Review of The Sweeney,article,http://www.nytimes.com/2013/03/01/movies/the-sweeney-with-ray-winstone-directed-by-nick-love.html,R,,,,,,2013-03-01,2013-02-28,"“The Sweeney” follows Jack Regan, the leader of an elite London police unit whose tactics emulate those of the thugs it pursues."
19,MANOHLA DARGIS,0,2017-11-02 04:18:16,The Condemned,Disgraced Life Conjures Mysterious Forces,Read the New York Times Review of The Condemned,article,http://www.nytimes.com/2013/03/01/movies/the-condemned-directed-by-roberto-buso-garcia.html,Not Rated,,,,,,2013-03-01,2013-02-28,"“The Condemned,” directed by Roberto Busó-García, is billed as a psychological thriller inspired by either a drunken joke or a ghastly medical experiment."
0,JEANNETTE CATSOULIS,0,2017-11-02 04:18:16,Phantom,"Below the Surface, Demons Personal and Political",Read the New York Times Review of Phantom,article,http://www.nytimes.com/2013/03/01/movies/phantom-a-thriller-directed-by-todd-robinson.html,R,,,,,,2013-03-01,2013-02-28,"In “Phantom,” a Soviet submarine captain dispatched on a final cold war mission confronts a handful of K.G.B. radicals intent on deploying the sub’s nuclear missile."
1,MANOHLA DARGIS,0,2017-11-02 04:18:16,Jack The Giant Slayer,A Mighty Beanstalk Grows a New Twist,Read the New York Times Review of Jack The Giant Slayer,article,http://www.nytimes.com/2013/03/01/movies/jack-the-giant-slayer-starring-nicholas-hoult.html,PG-13,,140.0,https://static01.nyt.com/images/2013/03/01/arts/video-movies-jack-030113/video-movies-jack-030113-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210.0,2013-03-01,2013-02-28,"“Jack the Giant Slayer” sticks with the familiar bedtime story, embellishing it with 3-D and other effects, noisy battles and an occasional wink at the material."
2,NICOLAS RAPOLD,0,2017-11-02 04:18:16,Genius on Hold,A Family Not Quite on the Up and Up,Read the New York Times Review of Genius on Hold,article,http://www.nytimes.com/2013/03/01/movies/genius-on-hold-on-walter-shaw-and-his-sons-crimes.html,PG,,,,,,2013-03-01,2013-02-28,"Truth is stranger than fiction in “Genius on Hold,” in which an inventor works with bookies and his son becomes a thief."
3,ANDY WEBSTER,0,2017-11-02 04:18:16,Dark Skies,Terror in the Suburbs (and Job Market),Read the New York Times Review of Dark Skies,article,http://www.nytimes.com/2013/02/23/movies/keri-russell-in-dark-skies.html,PG-13,,,,,,2013-02-22,2013-02-22,"“Dark Skies,” directed by Scott Stewart, retools the haunted-house thriller for recessionary times."
4,STEPHEN HOLDEN,0,2017-11-02 04:18:16,Snitch,A Deal With the Devil to Save a Beloved Son,Read the New York Times Review of Snitch,article,http://www.nytimes.com/2013/02/22/movies/snitch-starring-dwayne-johnson.html,PG-13,,,,,,2013-02-22,2013-02-21,“Snitch” stars Dwayne Johnson as a company owner who enters the illegal-drug world to help reduce the sentence of his imprisoned son.
5,NICOLAS RAPOLD,0,2017-11-02 04:18:16,One Life,"Survival of the Fittest, or Just of Coping Skills",Read the New York Times Review of One Life,article,http://www.nytimes.com/2013/02/21/movies/one-life-a-bbc-nature-documentary.html,,,,,,,2013-02-21,2013-02-20,"“One Life,” a nature documentary from the BBC, examines the survival skills of some of the planet’s most clever animals."
6,NEIL GENZLINGER,0,2017-11-02 04:18:16,Escape From Planet Earth,"Nice Aliens, Evil Human",Read the New York Times Review of Escape From Planet Earth,article,http://www.nytimes.com/2013/02/16/movies/escape-from-planet-earth-voiced-by-brendan-fraser.html,PG,,,,,,2013-02-15,2013-02-15,"In “Escape From Planet Earth,” space-traveling blue beings are lured to Earth by an evil general seeking to steal their technology."
7,ANDY WEBSTER,0,2017-11-02 04:18:16,Shanghai Calling,The Mother Country Knows Best,Read the New York Times Review of Shanghai Calling,article,http://www.nytimes.com/2013/02/15/movies/shanghai-calling-with-daniel-henney-and-zhu-zhu.html,PG-13,,,,,,2013-02-08,2013-02-14,In “Shanghai Calling” a haughty Chinese-American corporate lawyer gets his comeuppance when he is sent to China to work on a big deal.
8,NICOLAS RAPOLD,0,2017-11-02 04:18:16,The Berlin File,Threatened by Foe and Friend,Read the New York Times Review of The Berlin File,article,http://www.nytimes.com/2013/02/15/movies/the-berlin-file-directed-by-ryoo-seung-wan.html,Not Rated,,,,,,2013-02-15,2013-02-14,An arms deal gone sour lifts the lid on a rat’s nest of espionage for a North Korean spy who’s been left out in the cold in “The Berlin File.”
9,STEPHEN HOLDEN,0,2017-11-02 04:18:16,Safe Haven,"Her Date Is a Single Dad; His, a Possible Killer",Read the New York Times Review of Safe Haven,article,http://www.nytimes.com/2013/02/14/movies/safe-haven-stars-julianne-hough-and-josh-duhamel.html,PG-13,,,,,,2013-02-14,2013-02-13,The romantic thriller “Safe Haven” is the eighth film adaptation of a Nicholas Sparks novel.
10,MANOHLA DARGIS,0,2017-11-02 04:18:16,Beautiful Creatures,"Ding, Dong! The Witch Is Cute",Read the New York Times Review of Beautiful Creatures,article,http://www.nytimes.com/2013/02/14/movies/richard-lagraveneses-beautiful-creatures.html,,,,,,,2013-02-14,2013-02-13,“Beautiful Creatures” has sweet young things and supernatural shenanigans.
11,A. O. SCOTT,0,2017-11-02 04:18:16,A Good Day to Die Hard,When Action Is the Family Business,Read the New York Times Review of A Good Day to Die Hard,article,http://www.nytimes.com/2013/02/14/movies/a-good-day-to-die-hard-with-bruce-willis.html,R,,,,,,2013-02-14,2013-02-13,"Bruce Willis takes his fifth turn playing John McClane, this time in Moscow, in the stunt-loaded film “A Good Day to Die Hard.”"
12,STEPHEN HOLDEN,1,2017-11-02 04:18:16,The Playroom,"Suburban Perfection, With Warts",Read the New York Times Review of The Playroom,article,http://www.nytimes.com/2013/02/08/movies/the-playroom-directed-by-julia-dyer.html,Not Rated,,,,,,2013-02-08,2013-02-07,“The Playroom” is a drama about a seemingly ideal family in the 1970s that has several cracks below the surface.
13,A. O. SCOTT,1,2017-11-02 04:18:16,Side Effects,"May Cause Greed, Lust or Retirement",Read the New York Times Review of Side Effects,article,http://www.nytimes.com/2013/02/08/movies/steven-soderberghs-caper-film-side-effects.html,R,,,,,,2013-02-08,2013-02-07,Steven Soderbergh’s “Side Effects” follows twists and turns involving a fictitious antidepressant (which has its own real Web site).
14,MANOHLA DARGIS,0,2017-11-02 04:18:16,Identity Thief,A Woman Who Unleashes Her Inner Medusa on an Everyman,Read the New York Times Review of Identity Thief,article,http://www.nytimes.com/2013/02/08/movies/identity-thief-stars-jason-bateman-and-melissa-mccarthy.html,R,,,,,,2013-02-08,2013-02-07,"In “Identity Thief” Melissa McCarthy plays Diana, who wreaks havoc on a milquetoast, Sandy Patterson (Jason Bateman), by stealing his credit cards and more."
15,MANOHLA DARGIS,0,2017-11-02 04:18:16,Warm Bodies,It’ll Be a Mixed Marriage: Just One of Them Is Alive,Read the New York Times Review of Warm Bodies,article,http://www.nytimes.com/2013/02/01/movies/warm-bodies-written-and-directed-by-jonathan-levine.html,PG-13,,,,,,2013-02-01,2013-01-31,"In “Warm Bodies” zombie meets girl. Zombie loses girl. Zombie — well, you know the rest, though here the familiar balance comes with human tartare."
16,A. O. SCOTT,0,2017-11-02 04:18:16,John Dies at the End,Addictive ‘Soy Sauce’ With Ruinous Power,Read the New York Times Review of John Dies at the End,article,http://www.nytimes.com/2013/02/01/movies/john-dies-at-the-end-directed-by-don-coscarelli.html,R,,,,,,2013-01-25,2013-01-31,"“John Dies at the End,” directed by Don Coscarelli, is part stoner comedy, part gutbucket horror and part sci-fi allegory."
17,JEANNETTE CATSOULIS,0,2017-11-02 04:18:16,Girls Against Boys,"Taking Back the Night, Slasher Style",Read the New York Times Review of Girls Against Boys,article,http://www.nytimes.com/2013/02/01/movies/girls-against-boys-directed-by-austin-chick.html,R,,,,,,2013-02-01,2013-01-31,"In “Girls Against Boys” men are pigs, women are sick of it, and revenge-fueled death and dismemberment pass for feminist critique."
18,MANOHLA DARGIS,0,2017-11-02 04:18:16,Bullet To The Head,"Bad, Badder and Baddest",Read the New York Times Review of Bullet To The Head,article,http://www.nytimes.com/2013/02/01/movies/bullet-to-the-head-stars-sylvester-stallone.html,R,,,,,,2013-02-01,2013-01-31,Walter Hill’s action film “Bullet to the Head” stars Sylvester Stallone as a contract killer in New Orleans.
19,NEIL GENZLINGER,0,2017-11-02 04:18:16,Hansel and Gretel: Witch Hunters,A Twist on Grimm: It’s the Witches Who are Hunted,Read the New York Times Review of Hansel and Gretel: Witch Hunters,article,http://www.nytimes.com/2013/01/26/movies/hansel-gretel-witch-hunters.html,R,,,,,,2013-01-25,2013-01-25,"Hansel and Gretel, all grown up and perhaps traumatized by their childhood, use their fury against their captor to help others."
0,JEANNETTE CATSOULIS,1,2017-11-02 04:18:16,Nana,"Tiny Actress, a Spare Script and Huge Revelations",Read the New York Times Review of Nana,article,http://www.nytimes.com/2013/01/25/movies/nana-by-valerie-massadian-enters-a-4-year-olds-world.html,,,,,,,2013-01-25,2013-01-24,"“Nana,” a French film by Valérie Massadian, sees the world through the eyes of a 4-year-old girl on a farm."
1,A. O. SCOTT,0,2017-11-02 04:18:16,The Taste of Money,"A Big Nest, Bursting With a Family’s Vices",Read the New York Times Review of The Taste of Money,article,http://www.nytimes.com/2013/01/25/movies/the-taste-of-money-directed-by-im-sang-soo.html,,,,,,,2013-01-25,2013-01-24,"Most of “The Taste of Money” takes place in the palatial home of a Korean family whose wealth, influence and corruption approach Borgiaesque dimensions."
2,STEPHEN HOLDEN,0,2017-11-02 04:18:16,Supporting Characters,"In an Indie Drama, the Real Drama Is Behind the Scenes",Read the New York Times Review of Supporting Characters,article,http://www.nytimes.com/2013/01/25/movies/supporting-characters-directed-by-daniel-schechter.html,Not Rated,,,,,,2013-01-25,2013-01-24,“Supporting Characters” delves into the twists and turns in the lives of a film-editing team.
3,A. O. SCOTT,0,2017-11-02 04:18:16,Parker,Violence and Thievery Find Room for Honor,Read the New York Times Review of Parker,article,http://www.nytimes.com/2013/01/25/movies/parker-starring-jennifer-lopez-and-jason-statham.html,R,,,,,,2013-01-25,2013-01-24,"Jennifer Lopez and Jason Statham star in “Parker,” where action and revenge are central to the plot."
